TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source
K111112.000,,,,Free,John Cunningham,,,,,,,135621,6925,,,Great Britain,,Irish people,,,,"actor, writer, playwright, poet, songwriter",,,,,male,,,John Cunningham,,,,,,"Cunningham, John, 1729-1773.",1,1761,An elegy on a pile of ruins: By J. Cunningham.,,17,
K111213.000,,,,Free,Alexander Stuart,,,,,,,,47081,,,,,,,"Royal Society, Royal College of Physicians",,"physician, physicist, philosopher, physiologist",,,,,male,,,Alexander Stuart,,,,,,"Stuart, Alexander, 1673-1742.",1,1738,"New discoveries and improvements in the most considerable branches of anatomy and surgery: Wherein four of the most dangerous operations are prevented, ... The whole proposed by way of instruction; and illustrated with cases and cures, by Mr. Stuart, ...",,62,
K111361.000,,,,Free,Adam Smith,"economics, ethics, political philosophy, economic theory, economic liberalism",,,,"The Theory of Moral Sentiments, The Wealth of Nations",François Quesnay,78703,25767,,,Great Britain,University of Glasgow,,AdamSmith.jpg,"Royal Society, Royal Society of Edinburgh",,"economist, non-fiction writer, philosopher, writer",Canongate Kirkyard,,,deism,male,,,Adam Smith,,,,,,"Smith, Adam, 1723-1790.",1,1759,"The theory of moral sentiments: By Adam Smith, ...",,545,
K111410.000,,,,Free,"Marra, John.",,,,,,,,,,,,,,,,,,,,,,male,,,"Marra, John.",,,,,,"Marra, John.",1,1775,"Journal of the Resolution's voyage: in 1772, 1773, 1774, and 1775. On discovery to the southern hemisphere, ... Also a journal of the Adventure's voyage, in the years 1772, 1773, and 1774. ... Illustrated with a chart, ... and other cuts.",,331,
K111411.000,,,,Free,"Rickman, John.",,,,,,,,,,,,,,,,,,,,,,male,,,"Rickman, John.",David Henry,,,,,"Rickman, John.; Henry, David, 1710-1792.",2,1785,"Journal of Captain Cook's last voyage, to the Pacific Ocean: on Discovery: performed in the years 1776, 1777, 1778, 1779, and 1780. Illustrated with cuts, and a chart, ...",,437,
K111475.000,,,,Free,"Stanyan, Temple, 1677-1752.",,,,,,,,,,,,,,,,,,,,,,male,,,"Stanyan, Temple, 1677-1752.",,,,,,"Stanyan, Temple, 1677?-1752.",1,1739,"The Grecian history: From the end of the Peloponnesian War, to the death of Philip of Macedon. Containing the space of sixty-eight years. By Temple Stanyan, Esquire; Volume the second, now originally published.",,388,
K111587.000,,,,Free,"Belloste, Augustine, 1654-1730.",,,,,,,,,,,,,,,,,,,,,,male,,,"Belloste, Augustine, 1654-1730.",,,,,,"Belloste, Augustine, 1654-1730.",1,1701,"The hospital-surgeon: or, a new, gentle, and easy way, to cure speedily all sorts of wounds, and other diseases belonging to surgery. ... In three parts. ... By Mr. Belloste, ...; Chirurgien d'hopital. English",,334,
K111682.000,,,,Free,Joseph Addison,,,,,,,64087,156,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1,1723,"Serino: or, the character of a fine gentleman: with reference to rerigion [sic], learning, and the conduct of life. ... Written by Mr. Addison.",,81,
K111725.000,,,,Free,Elias Ashmole,,,,,,,61258,764,,,United Kingdom,,,Elias Ashmole by John Riley.jpg,Royal Society,,"historian, astrologer, politician",,,,,male,,,Elias Ashmole,Francis Sandford,,,,,"Ashmole, Elias, 1617-1692.; Sandford, Francis, 1630-1694.",2,1761,"The entire ceremonies of the coronations of His Majesty King Charles II. and of her Majesty Queen Mary, Consort to James II: As published by those learned heralds Ashmole and Sandford. With the prayers at full length. To which is prefixed, an introduction historical and critical; likewise an appendix, containing many curious particulars.",,57,
K111746.000,,,,Free,George Monck Berkeley,,,,,,,19341,2214,,,"Great Britain, United Kingdom",,,William-peters-george-monck-berkeley.jpg,,,"writer, biographer",,,,,male,,,George Monck Berkeley,,,,,,"Berkeley, George Monck, 1763-1793.",1,1797,"Poems: by the late George-Monck Berkeley, Esquire. ... With a preface by the editor, consisting of some anecdotes of Mr. Monck Berkeley and several of his friends.",,853,
K111807.000,,,,Free,Joseph Addison,,,,,,,64087,156,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1,1721,"Mr. Addison's dissertation upon the most celebrated Roman poets: Also an essay upon the Roman elegiac poets. By Major Pack. The third edition. To which is added, an essay upon Mr. Addison's writings. By R. Young, Esquire;.",,76,
K111808.000,,,,Free,Joseph Addison,,,,,,,64087,156,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1,1727,"Mr. Addison's fine ode to Dr. Thomas Burnet, on his sacred theory of the earth: Done into English by the author of a late tale called Coffee.; Ad insignissimum virum, D. Thomam Burnettum. English",,17,
K111900.000,,,,Free,David Hume,philosophy,"empiricism, naturalism, philosophical skepticism, Age of Enlightenment",,,"An Enquiry Concerning Human Understanding, An Enquiry Concerning the Principles of Morals, The History of England, A Treatise of Human Nature","George Berkeley, John Locke",32350,14141,,,Great Britain,,,Painting of David Hume.jpg,Royal Society of Edinburgh,,"philosopher, economist, librarian, historian, essayist, writer",Old Calton Cemetery,,,agnosticism,male,,,David Hume,,,,,,"Hume, David, 1711-1776.",1,1779,"Dialogues concerning natural religion: By David Hume, Esquire;.",,154,
K112026.000,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1,1771,A tour in Scotland: MDCCLXIX.,,311,
K112156.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1775,"The speech of Edmund Burke, Esquire; on moving his resolutions for conciliation with the colonies, March 22, 1775",,68,
K112181.000,,,,Free,Richard Bulstrode,,,,,,,130767,3930,,,"Kingdom of England, Great Britain",,,,,,biographer,,,,,male,,,Richard Bulstrode,,,,,,"Bulstrode, Richard, Sir, 1610-1711.",1,1715,"Miscellaneous essays: Viz. I. Of company and conversation. ... XIII. Of old age. ... By Sir Richard Bulstrode, ... Published, with a preface, by his son Whitlocke Bulstrode, Esquire;.",,433,
K112188.000,,,,Free,"Bickerstaff, Isaac, Jun.",,,,,,,,,,,,,,,,,,,,,,male,,,"Bickerstaff, Isaac, Jun.",,,,,,"Bickerstaff, Isaac, Jun.",1,1721,"The modern poetasters: or, directors no conjurers. A farce. On the famous ode writers, satyrists, panegyrists, &c. of the present times; ... Written by Isaac Bickerstaff, jun. Esquire;.",,30,
K112190.000,,,,Free,"Bickerstaff, Isaac.",,,,,,,,,,,,,,,,,,,,,,male,,,"Bickerstaff, Isaac.",,,,,,"Bickerstaff, Isaac.",1,1710,"The famous prophecy of the white king and the dead man explained to the present times ... By Isaac Bickerstaffe, esquire",,7,
K112203.000,,,,Free,John Brown,,,,,,,,62063,,,Great Britain,,,John Brown by Alexander Runciman.jpg,,,"painter, drawer",,,,,male,,,John Brown,,,,,,"Brown, John, 1752-1787.",1,1789,"Letters upon the poetry and music of the Italian opera: addressed to a friend. By the late Mr John Brown, ...",,153,
K112239.000,,,,Free,John Brand,,,,,,,,3254,,,United Kingdom,,,,Society of Antiquaries of London,,,West Norwood Cemetery,,,Anglicanism,male,,,John Brand,Henry Bourne,,,,,"Brand, John, 1744-1806.; Bourne, Henry, 1696-1733.",2,1777,"Observations on popular antiquities: including the whole of Mr. Bourne's Antiquitates vulgares, with addenda to every chapter of that work: as also, an appendix, containing such articles on the subject, as have been omitted by that author. By John Brand, ...",,451,
K112243.000,,,,Free,Richard Bulstrode,,,,,,,130767,3930,,,"Kingdom of England, Great Britain",,,,,,biographer,,,,,male,,,Richard Bulstrode,,,,,,"Bulstrode, Richard, Sir, 1610-1711.",1,1721,"Memoirs and reflections upon the reign and government of King Charles the Is It. and K. Charles the IId: ... Written by Sir Richard Bulstrode, ... Now first published from his original manuscript.",,461,
K112277.000,,,,Free,Anna Laetitia Barbauld,"poetry, essay",,,,"A Legacy for Young Ladies, Consisting of Miscellaneous Pieces in Prose and Verse, Eighteen Hundred and Eleven, Epistle to William Wilberforce, Esq. on the Rejection of the Bill for abolishing the Slave Trade., Poems by Anna Laetitia Barbauld. From the London Edition. To which is added, an epistle to William Wilberforce, esq., Poems, The Correspondence of Samuel Richardson, The Female Speaker, The Works of Anna Laetitia Barbauld",,83681,1324,2f81c589-05a4-4fe5-8178-a7916652ae34,,United Kingdom of Great Britain and Ireland,,,ChapmanBarbauld.jpg,,,"poet, writer, children's writer, literary critic, essayist",London,,,Protestantism,female,,,Anna Laetitia Barbauld,,,,,,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1,1792,Remarks on Mr. Gilbert Wakefield's Enquiry into the expediency and propriety of public or social worship: By Anna Laetitia Barbauld.,,80,
K112303.001,,,,Free,William Dampier,,,,,,,,7087,,,Great Britain,,,William Dampier - Project Gutenberg eText 15675.jpg,,,"explorer, pirate, botanist, seafarer, privateer",,,,,male,,,William Dampier,,,,,,"Dampier, William, 1652-1715.",1,1703,"A new voyage round the world: Describing particularly, the isthmus of America, several coasts and islands in the West Indies, ... their soil, rivers, harbors, plants, ... Vol.I. By Captain William Dampier. Illustrated with particular maps and draughts.; New voyage round the world.",,577,
K112418.000,,,,Free,William Congreve,,,,,,,67570,6069,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1,1701,"The judgment of Paris: a masque. Written by Mr. Congreve. Set severally to music, by Mr. John Eccles, Mr. Finger, Mr. Purcel, and Mr. Weldon.",,16,
K112489.000,,,,Free,William Congreve,,,,,,,67570,6069,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1,1729,A letter from Mr. Congreve to the Right Honorable the Lord Viscount Cobham,,5,
K112507.000,,,,Free,William Rufus Chetwood,,,,,,,,5247,,,,,,,,,novelist,,,,,male,,,William Rufus Chetwood,,,,,,"Chetwood, W. R. (William Rufus), d. 1766.",1,1726,"The voyages and adventures of Captain Robert Boil: in several parts of the world. Intermixed with the story of Mrs. Villars, an English lady with whom he made his surprising escape from Barbary; the history of an Italian captive; and the life of Don Pedro Aquilio, &c. ... To which is added, the voyage, shipwreck, and miraculous preservation, of Richard Castelman, ...",,382,
K112609.001,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1792,"The beauties of biography: a selection of the lives of eminent men, carefully digested from correct and approved publications; ... Illustrated with several heads, ...",,339,
K112620.000,,,,Free,"Brand, John, 1668-1738.",,,,,,,,,,,,,,,,,,,,,,male,,,"Brand, John, 1668-1738.",,,,,,"Brand, John, 1668?-1738.",1,1701,"A brief description of Orkney: Zetland, Pightland-Firth & Caithness, ...",,174,
K112697.001,,,,Free,John Brand,,,,,,,,3254,,,United Kingdom,,,,Society of Antiquaries of London,,,West Norwood Cemetery,,,Anglicanism,male,,,John Brand,,,,,,"Brand, John, 1744-1806.",1,1789,"The history and antiquities of the town and county of the town of Newcastle upon Tyne: including an account of the coal trade of that place and embellished with engraved views of the public buildings, &c. ... By John Brand, ...",,697,
K112765.000,,,,Free,William Collins,,,,,,,23335,5957,,,Great Britain,,,WilliamCollinsPoet.jpg,,,"poet, writer",,,,,male,,,William Collins,,,,,,"Collins, William, 1721-1759.",1,1746,Odes on several descriptive and allegoric subjects: By William Collins.,,55,
K112771.000,,,,Free,"Crawford, George, fl. 1710.",,,,,,,,,,,,,,,,,,,,,,male,,,"Crawford, George, fl. 1710.",,,,,,"Crawford, George, fl. 1710.",1,1716,"The peerage of Scotland: containing an historical and genealogical account of the nobility of that Kingdom. ... By George Crawfurd, Esquire;.",,517,
K112795.001,,,,Free,George Colman the Elder,,,,,,,23353,5976,,,Great Britain,,,"George Colman the Elder, after Joshua Reynolds.jpg",,,"playwright, writer, poet",,,,,male,,,George Colman the Elder,,,,,,"Colman, George, 1732-1794.",1,1787,Prose on several occasions: accompanied with some pieces in verse. By George Colman. ...,,290,
K112795.002,,,,Free,George Colman the Elder,,,,,,,23353,5976,,,Great Britain,,,"George Colman the Elder, after Joshua Reynolds.jpg",,,"playwright, writer, poet",,,,,male,,,George Colman the Elder,,,,,,"Colman, George, 1732-1794.",1,1787,Prose on several occasions: accompanied with some pieces in verse. By George Colman. ...,,324,
K112795.003,,,,Free,George Colman the Elder,,,,,,,23353,5976,,,Great Britain,,,"George Colman the Elder, after Joshua Reynolds.jpg",,,"playwright, writer, poet",,,,,male,,,George Colman the Elder,,,,,,"Colman, George, 1732-1794.",1,1787,Prose on several occasions: accompanied with some pieces in verse. By George Colman. ...,,351,
K113132.000,,,,Free,John Davies,,,,,,,,7246,,,Wales,,,"Statue of John Davies, Translators' Memorial, St Asaph 12.jpg",,,"lexicographer, linguist, translator, Bible translator",,,,,male,,,John Davies,,,,,,"Davies, John, 1567-1644.",1,1710,Flores poetarum britannicorum sef blodeuog waith y prydyddion bryttannaidd: O gasgliad J. D. SS.Th.D.,,98,
K113134.000,,,,Free,"King, Thomas.",,,,,,,,,,,,,,,,,,,,,,male,,,"King, Thomas.",,,,,,"King, Thomas.",1,1800,"Fossils, remains of animals and vegetables, minerals, recent shells, corals, and other curious subjects of natural history. Catalogue of the genuine and entire museum of curious subjects of natural history, of John Strange, Esquire. ... Which will be sold by auction, ... by Mr. King, ... Covent Garden, on Friday, July 11, 1800,",,78,
K113180.001,,,,Free,Thomas Bewick,,,,,,,,2334,,,United Kingdom of Great Britain and Ireland,,,Thomas Bewick by James Ramsay.jpg,,,"ornithologist, engraver, painter, illustrator, graphic artist",,,,,male,,,Ralph Beilby,Thomas Bewick,,,,,"Beilby, Ralph, 1743-1817.; Bewick, Thomas, 1753-1828.",2,1797,History of British birds: The figures engraved on wood by T. Bewick. Vol. I. Containing the history and description of land birds.,,368,
K113187.001,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1774,"The history of English poetry: from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed, two dissertations. ... By Thomas Warton, ...",,668,
K113187.002,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1774,"The history of English poetry: from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed, two dissertations. ... By Thomas Warton, ...",,572,
K113187.003,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1774,"The history of English poetry: from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed, two dissertations. ... By Thomas Warton, ...",,605,
K113187.004,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1774,"The history of English poetry: from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed, two dissertations. ... By Thomas Warton, ...",,122,
K113231.000,,,,Free,George Saville Carey,,,,,,,131849,4648,,,,,,,,,writer,,,,,male,,,George Saville Carey,,,,,,"Carey, George Saville, 1743-1807.",1,1776,"A lecture on mimicry: as it was delivered with great applause, at the theaters in Covent Garden ... To which is added Jerry Sneak's return from the regatta; and a lecture on lectures. By George Saville Carey.",,56,
K113255.000,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1780,"The life of Sir Thomas Pope: founder of Trinity College Oxford. Chiefly compiled from original evidences. With an appendix of papers, never before printed. The second edition, corrected and enlarged. By Thomas Warton, ...",,488,
K113361.000,,,,Free,"Douglas, Robert, Sir, 1694-1770.",,,,,,,,,,,,,,,,,,,,,,male,,,"Douglas, Robert, Sir, 1694-1770.",,,,,,"Douglas, Robert, Sir, 1694-1770.",1,1764,"The peerage of Scotland: containing an historical and genealogical account of the nobility of that kingdom, ... collected from the public records, and ancient chartularies of this nation, ... Illustrated with copper plates. By Robert Douglas, Esquire;.",,764,
K113510.001,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1,1800,The view of Hindoostan.; Outlines of the globe,,283,
K113510.003,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1,1800,The view of Hindoostan.; Outlines of the globe,,307,
K113510.004,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1,1800,The view of Hindoostan.; Outlines of the globe,,345,
K113518.000,,,,Free,William Dampier,,,,,,,,7087,,,Great Britain,,,William Dampier - Project Gutenberg eText 15675.jpg,,,"explorer, pirate, botanist, seafarer, privateer",,,,,male,,,William Dampier,,,,,,"Dampier, William, 1652-1715.",1,1703,"A voyage to New Holland, &c. in the year, 1699: Wherein are described, the Canary-Islands, the Isles of Mayo and St Jago. The Bay of All Saints, with the forts and town of Bahia in Brasil. ... A table of all the variations observed in this voyage. ... The isles and coast, &c. of New Holland. ... Illustrated with several maps and draughts; ... Vol.III. By Captain William Dampier.; New voyage round the world.",,203,
K113547.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1767,The beauties of English poesy: Selected by Oliver Goldsmith. In two volumes. ...,,267,
K113547.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1767,The beauties of English poesy: Selected by Oliver Goldsmith. In two volumes. ...,,258,
K113548.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1782,"The beauties of Goldsmith: or, the moral and sentimental treasury of genius.",,261,
K113552.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1762,"The citizen of the world: or letters from a Chinese philosopher, residing in London, to his friends in the east. ...",,288,
K113552.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1762,"The citizen of the world: or letters from a Chinese philosopher, residing in London, to his friends in the east. ...",,263,
K113570.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1787,"Dr Goldsmith's history of Greece, abridged, for the use of schools; Grecian history.",,318,
K113571.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1772,Dr. Goldsmith's Roman history abridged by himself for the use of schools; Roman history.,,324,
K113578.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1765,Essays: By Mr. Goldsmith. ...,,247,
K113592.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,The Grecian history: from the earliest state to the death of Alexander the Great. By Dr. Goldsmith. ...,,404,
K113592.002,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1774,The Grecian history: from the earliest state to the death of Alexander the Great. By Dr. Goldsmith. ...,,352,
K113595.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1776,"The haunch of venison: a poetical epistle to Lord Clare. By the late Dr. Goldsmith. With a head of the author, drawn by Henry Bunbury, Esquire; and etched by Bretherton.",,14,
K113598.001,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1,1771,The history of England: from the earliest times to the death of George II. By Dr. Goldsmith. ...,,417,
