DocName,FileName,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance
K047269.000,K047269.000.txt,,,,Free,Robert Jephson,,,,,,,149141,14768.0,,,,,,,,,"writer, playwright, politician",,,Member of Parliament in the Parliament of Ireland,,male,,,Robert Jephson,,,,,,"Jephson, Robert, 1736-1803.",1.0,1791.0,"Two strings to your bow: a farce, in two acts, as now performed at the Theater Royal, Covent Garden, with distinguished applause. By Robert Jephson, Esquire.",,46.0,,10902,1877,0.1721702439919281
K047355.000,K047355.000.txt,,,,Free,Charles Dibdin,,,,,,,25210,7585.0,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1.0,1773.0,The wedding ring: a comic opera. In two acts. As it is performed at the Theater Royal in Drury Lane.,,46.0,,9889,1669,0.16877338456871271
K047375.000,K047375.000.txt,,,,Free,Joseph George Holman,,,,,,,147250,13580.0,,,,,,Joseph George Holman de Wilde.jpg,,,actor,,,,,male,"Jane Hamilton, Maria Hughes, Mary Sarah Lattimer",,Joseph George Holman,,,,,,"Holman, J. G. (Joseph George), 1764-1817.",1.0,1800.0,"What a blunder!: A comic opera, in three acts: first performed at the Theater Royal, Haymarket, August 14, 1800. By Joseph George Holman, ...",,62.0,,15033,2718,0.1808022350828178
K047382.000,K047382.000.txt,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1764.0,"What we must all come to: A comedy in two acts, as it was intended to be acted at the Theater Royal in Covent Garden.",,55.0,,10686,1731,0.16198764738910723
K047394.000,K047394.000.txt,,,,Free,Hannah Cowley,,,,,"A Bold Stroke for a Husband, A Day in Turkey; or, the Russian Slaves, Albina, a Tragedy, The Belle's Stratagem, A School For Greybeards; or, the Mourning Bride, Edwina, The works of Mrs. Cowley; dramas and poems, More Ways Than One, The Fate of Sparta, The Maid of Arragon, The Poetry of Anna Matilda, The Runaway, The Scottish Village, The Siege of Acre, The Town Before You, The World as it Goes, Which is the Man?, Who’s the Dupe?, Second Thoughts are Best, Invocation to Horror, Ode to Indifference",,23875,6500.0,,liver failure,"United Kingdom of Great Britain and Ireland, Great Britain",,,Hannah cowley c.jpg,Accademia della Crusca,,"poet, playwright, writer",,,,,female,,,Hannah Cowley,,,,,,"Cowley, Mrs. (Hannah), 1743-1809.",1.0,1783.0,"Which is the man?: A comedy, as acted at the Theater Royal in Covent Garden. By Mrs Cowley.",,57.0,,19124,3140,0.16419159171721398
K047433.000,K047433.000.txt,,,,Free,William Kenrick,,,,,,,149492,15416.0,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1.0,1767.0,The widowed wife. A comedy: as it is acted at the Theater Royal in Drury Lane. By His Majesty's servants. By W. Kenrick.,,95.0,,26178,3430,0.13102605241042095
K047435.000,K047435.000.txt,,,,Free,Elizabeth Inchbald,,,,,,,32550,14374.0,45594009-006f-4c99-a4af-13a4557be0d5,,United Kingdom of Great Britain and Ireland,,,"Mrs Joseph Inchbald, by Thomas Lawrence.jpg",,English,"actor, novelist, playwright, writer, stage actor",,,,,female,"Henry Bridgeman, 1st Baron Bradford, Henry Bridgeman, 1st Baron Bradford",,Elizabeth Inchbald,,,,,,"Inchbald, Mrs., 1753-1821.",1.0,1786.0,"The widow's vow: A farce, in two acts, as it is acted at the Theater Royal, Hay-market.",,43.0,,6564,1437,0.21892138939670933
K047462.000,K047462.000.txt,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306.0,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1.0,1726.0,"Winter: A poem. By James Thomson, ...",,20.0,,3365,1497,0.44487369985141156
K047491.000,K047491.000.txt,,,,Free,"King, Thomas, 1730-1805.",,,,,,,,,,,,,,,,,,,,,,male,,,"King, Thomas, 1730-1805.",,,,,,"King, Thomas, 1730-1805.",1.0,1769.0,"Wit's last stake. A farce: As it is performed at the Theater Royal, Drury Lane.",,34.0,,7511,1496,0.19917454400213022
K047496.000,K047496.000.txt,,,,Free,"Funnell, William.",,,,,,,,,,,,,,,,,,,,,,male,,,"Funnell, William.",,,,,,"Funnell, William.",1.0,1707.0,"A voyage round the world. Containing an account of Captain Dampier's expedition into the South-Seas in the ship St George, in the years 1703 and 1704. ... Together with the author's voyage from Amapalla ... By William Funnell,",,346.0,,65547,4292,0.06547973210063009
K047546.000,K047546.000.txt,,,,Free,Hugh Kelly,,,,,,,,15298.0,,,,,,,,,"poet, playwright, editor",,,,,male,,,Hugh Kelly,,,,,,"Kelly, Hugh, 1739-1777.",1.0,1770.0,"A word to the wise: a comedy. As it was performed at the Theater Royal, in Drury Lane. Written by Hugh Kelly, ...",,134.0,,33366,4620,0.1384643049811185
K047676.000,K047676.000.txt,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1768.0,Zenobia: a tragedy: As it is performed at the Theater Royal in Drury Lane. By the author of The orphan of China.,,90.0,,17652,3149,0.17839338318604125
K047685.000,K047685.000.txt,,,,Free,John Hawkesworth,,,,,,,146301,12658.0,,,,,,JohnHawkesworth.png,,,"journalist, writer",,,,,male,,,John Hawkesworth,,,,,,"Hawkesworth, John, 1715?-1773.",1.0,1780.0,Zimri. An oratorio: Written by Dr. Hawkesworth.,,5.0,,3050,1082,0.35475409836065575
K047686.000,K047686.000.txt,,,,Free,Alexander Dow,,,,,,,,7957.0,,,,,,Alexander Dow.jpg,,,"linguist, translator, playwright",,,,,male,,,Alexander Dow,,,,,,"Dow, Alexander, d. 1779.",1.0,1769.0,Zingis. A tragedy: As it is performed at the Theater Royal in Drury Lane. By Alexander Dow.,,94.0,,15984,2475,0.15484234234234234
K047694.000,K047694.000.txt,,,,Free,Francis Gentleman,,,,,,,,10525.0,,,,,,,,,"author, poet",,,,,male,,,Francis Gentleman,,,,,,"Gentleman, Francis, 1728-1784.",1.0,1752.0,"Sejanus, a tragedy: As it was intended for the stage. With a preface, wherein the manager's reasons for refusing it are set forth. By Mr. Gentleman.",,77.0,,18904,3467,0.18340033855268725
K047748.000,K047748.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1715.0,An account of the great and generous actions of James Butler: (late Duke of Ormond.) Dedicated to the famous University of Oxford.,,47.0,,8298,1686,0.2031814895155459
K047797.000,K047797.000.txt,,,,Free,Charles Hutton,,,,,,,148571,14300.0,,,United Kingdom of Great Britain and Ireland,,,"Charles Hutton. Stipple engraving, 1824, after H. Ashby. Wellcome V0002995.jpg","Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",,"mathematician, inventor",,,,,male,,,Charles Hutton,,,,,,"Hutton, Charles, 1737-1823.",1.0,1778.0,"A supplement to Hutton's arithmetic: containing the solutions, at full length, of the promiscuous collection of questions proposed in that work. By the author; School-master's guide: or, a complete system of practical arithmetic.",,47.0,,6974,1189,0.17049039288786924
K047798.000,K047798.000.txt,,,,Free,Charles Hutton,,,,,,,148571,14300.0,,,United Kingdom of Great Britain and Ireland,,,"Charles Hutton. Stipple engraving, 1824, after H. Ashby. Wellcome V0002995.jpg","Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",,"mathematician, inventor",,,,,male,,,Charles Hutton,,,,,,"Hutton, Charles, 1737-1823.",1.0,1787.0,"Elements of conic sections: with select exercises in various branches of mathematics and philosophy. For the use of the Royal Military Academy at Woolwich. By Charles Hutton, ...",,245.0,,41740,2527,0.06054144705318639
K047937.000,K047937.000.txt,,,,Free,"Kirkland, Thomas, 1722-1798.",,,,,,,,,,,,,,,,,,,,,,male,,,"Kirkland, Thomas, 1722-1798.",,,,,,"Kirkland, Thomas, 1722-1798.",1.0,1763.0,"An essay on the methods of suppressing haemorrhages from divided arteries. By Thomas Kirkland, surgeon",,65.0,,9339,1563,0.167362672663026
K048041.000,K048041.000.txt,,,,Free,James Boswell,,,,,The Life of Samuel Johnson,,85195,2950.0,,,"Great Britain, United Kingdom",University of Edinburgh,,James Boswell of Auchinleck.jpg,,,"diarist, writer, lawyer, biographer",,,,,male,Margaret Boswell,,James Boswell,,,,,,"Boswell, James, 1740-1795.",1.0,1762.0,"The cub, at Newmarket: a tale",,21.0,,2020,882,0.43663366336633663
K048101.000,K048101.000.txt,,,,Free,William Kenrick,,,,,,,149492,15416.0,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1.0,1751.0,"A satirical dialogue between a sea captain and his friend in town: humbly addressed to the gentlemen who deformed the play of Othello, on th--rs--y, M---- the 7th, 1750, at the Th-tre R-y-l, in Dr-y L-ne: to which is added, a prologue and epilogue, much more suitable to the occasion than their own",,7.0,,1584,692,0.43686868686868685
K048123.000,K048123.000.txt,,,,Free,Charles Dibdin,,,,,,,25210,7585.0,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1.0,1777.0,The Quaker; a comic opera: As performed at the Theare-Royal [sic] in Drury Lane.,,47.0,,6782,1338,0.19728693600707756
K048128.000,K048128.000.txt,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1784.0,"The young Quaker; a comedy: As it is performed at the Theater Royal in Smoke Alley, with great applause.",,34.0,,5936,1123,0.18918463611859837
K048130.000,K048130.000.txt,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1793.0,"Sprigs of laurel: a comic opera. In two acts. As performed, with universal applause, at the Theater Royal, Covent Garden. Written by John O'Keeffee [sic], ...",,52.0,,9197,2088,0.22703055344133957
K048133.000,K048133.000.txt,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1800.0,"Lie of a day: a comedy, in three acts. As performed at the Theater Royal, Covent Garden. By John O'Keeffe, Esquire",,54.0,,12266,2168,0.17674873634436655
K048137.000,K048137.000.txt,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1783.0,"The dead alive: a comic opera: In two acts. As it is performed at the theaters in London and Dublin. By John O'Keeffe, Esquire.",,34.0,,8288,1872,0.22586872586872586
K048139.000,K048139.000.txt,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1791.0,"Wild oats: or, the strolling gentlemen. A comedy, in five acts, as performed at the Theater Royal, Covent Garden. By John O'Keefe, Esquire.",,74.0,,19733,3131,0.15866822074697207
K048163.000,K048163.000.txt,,,,Free,"Cockburn, W. (William), 1669-1739.",,,,,,,,,,,,,,,,,,,,,,male,,,"Cockburn, W. (William), 1669-1739.",,,,,,"Cockburn, W. (William), 1669-1739.",1.0,1703.0,"The present uncertainty in the knowledge of medicines, in a letter to the physicians in the Commission for sick and wounded seamen. With a postscript to physicians, showing the necessity of a true theory of diseases. By W. Corkburn, M.D.",,31.0,,7048,1338,0.1898410896708286
K048186.000,K048186.000.txt,,,,Free,Joseph Warton,prose,,,,,,159620,28796.0,,,,,,Joseph Warton.jpg,,,"writer, literary critic, poet, translator",,,,Anglicanism,male,,,Joseph Warton,,,,,,"Warton, Joseph, 1722-1800.",1.0,1756.0,An essay on the writings and genius of Pope,,345.0,,57450,9868,0.17176675369886857
K048216.000,K048216.000.txt,,,,Free,Hannah Cowley,,,,,"A Bold Stroke for a Husband, A Day in Turkey; or, the Russian Slaves, Albina, a Tragedy, The Belle's Stratagem, A School For Greybeards; or, the Mourning Bride, Edwina, The works of Mrs. Cowley; dramas and poems, More Ways Than One, The Fate of Sparta, The Maid of Arragon, The Poetry of Anna Matilda, The Runaway, The Scottish Village, The Siege of Acre, The Town Before You, The World as it Goes, Which is the Man?, Who’s the Dupe?, Second Thoughts are Best, Invocation to Horror, Ode to Indifference",,23875,6500.0,,liver failure,"United Kingdom of Great Britain and Ireland, Great Britain",,,Hannah cowley c.jpg,Accademia della Crusca,,"poet, playwright, writer",,,,,female,,,Hannah Cowley,,,,,,"Cowley, Mrs. (Hannah), 1743-1809.",1.0,1792.0,"A day in Turkey: or, the Russian slaves. A comedy, as acted at the Theater Royal, in Covent Garden. By Mrs. Cowley.",,94.0,,21274,3410,0.16028955532574973
